,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
340,ponta do sol,21.00678019587947,-32.142568128728925,66.02,73,40,14.99,PT,1602999188
341,makakilo city,12.960079215879361,-163.01061082226278,78.82,78,90,4.27,US,1602999189
343,lakes entrance,-39.071490662677654,150.24586946049186,61.47,56,10,1.99,AU,1602999189
344,suntar,62.122346514430774,118.77836264028434,27.75,87,0,1.01,RU,1602999189
345,pangoa,-10.286241641423118,-72.4597334625341,65.84,95,91,2.55,PE,1602999190
346,sfantu gheorghe,43.41017020846252,30.13879016213116,38.16,81,61,5.14,RO,1602999050
348,boyolangu,-14.435945742376092,110.47233388943255,84.92,62,41,10.42,ID,1602999190
349,sotouboua,8.245430953354614,1.420042234903832,70.45,95,80,2.44,TG,1602999190
350,liverpool,38.54693777902861,-61.856180958088714,48.58,93,75,4.7,GB,1602999191
352,xuddur,5.534966762290011,45.51389057193401,78.06,71,17,13.29,SO,1602999191
353,tokur,55.73169671997991,131.88342969912077,20.37,93,100,14.99,RU,1602999191
354,kelvington,52.5390191500276,-103.9561816916179,20.23,90,96,13.42,CA,1602999191
355,kitimat,52.665464957476246,-127.69984029382022,42.01,94,100,2.95,CA,1602999192
356,gladstone,-21.867138953142728,153.4391912171073,78.8,50,24,14.99,AU,1602999192
357,ranong,10.57583376306198,97.35081824966232,77,100,75,1.12,TH,1602999192
358,namibe,-12.287378054178788,7.489304819985989,69.17,71,31,4.32,AO,1602999192
359,iguape,-25.024646162520554,-47.51464297951304,65.89,83,81,5.66,BR,1602999192
360,gamba,-6.341998094216294,5.9181161863910745,77.05,86,100,5.19,GA,1602999193
361,champerico,7.463566710194826,-94.77411140036651,64.8,97,100,7.92,GT,1602999193
362,coxim,-18.262830402193586,-55.69461230268615,82.11,52,88,6.93,BR,1602999193
363,tsaratanana,-16.597103455587927,47.915036299950515,80.08,44,61,8.3,MG,1602999193
364,evensk,61.54340819618645,160.79283390355727,35.6,84,100,12.55,RU,1602999193
365,kalmunai,6.223248584960558,86.76756569662018,88.84,51,87,5.19,LK,1602999194
366,roura,4.74144512803224,-51.879975503930126,75.2,100,19,3.6,GF,1602999194
367,yerbogachen,65.92323697701332,106.62207347246277,32.59,92,92,6.33,RU,1602999194
369,sangar,65.23513807989727,129.2311573834396,20.41,95,100,10.4,RU,1602999194
370,mecca,20.37104213622881,41.556811691774016,89.06,11,0,4.79,SA,1602998942
371,carballo,44.31023788555342,-9.520383777201005,51.49,100,91,4.7,ES,1602999195
372,ambilobe,-8.353370338224778,51.28210259354992,88.23,41,0,4.07,MG,1602999195
374,port macquarie,-33.98945582693065,160.12315187328323,69.01,91,100,10.83,AU,1602999196
375,qingyuan,23.54285157799849,113.04684146660117,80.76,47,75,11.18,CN,1602999196
376,oriximina,-0.7532793373491131,-55.92489834926715,76.08,81,15,3.44,BR,1602999196
377,egvekinot,63.875783593608105,-178.36040091599824,25.36,87,8,8.99,RU,1602999196
378,serenje,-12.87704738863684,30.16444262912691,71.65,45,0,8.72,ZM,1602999196
379,pincher creek,49.30431772958505,-113.83625478523555,16.77,92,90,2.24,CA,1602999004
380,west bay,20.207418146532746,-81.63297546978865,82,84,72,5.01,KY,1602999197
381,taonan,45.24842327840071,122.23396432226303,52.97,38,10,9.95,CN,1602999197
382,rosario,-32.96842218964136,-60.90392233735156,73.04,73,3,3.36,AR,1602999197
383,arauco,-36.804125702441716,-74.04119641549771,50,93,46,2.24,CL,1602999197
384,mount isa,-22.922477492867472,137.69232907820037,102.2,13,75,8.05,AU,1602999043
386,iskateley,68.0667503131705,55.22997802648595,30.97,95,10,3.83,RU,1602999198
387,the valley,19.5770847146088,-62.4606252977333,80.2,78,20,6.93,AI,1602999198
388,komsomolskoye,43.398458505302926,46.126172582454444,39.83,70,100,20.67,RU,1602999198
389,maholi,27.639864445307026,80.5632724922267,89.19,27,0,6.42,IN,1602999199
391,san pedro,-24.011566007623614,-64.93648643393053,83.55,79,75,5.82,PH,1602999199
392,dunedin,-54.342152958599534,176.61082109002786,50.65,70,87,4,NZ,1602999078
394,panaba,25.580537674769744,-87.26060884548743,75.56,94,1,5.88,MX,1602999200
395,port hawkesbury,44.76019017299481,-61.32215552730197,46.13,81,1,20.8,CA,1602999200
396,pasighat,32.66436205270324,96.24645836758327,86.99,59,1,4.05,IN,1602999200
397,yulara,-24.786136778356152,125.33193192299518,91.4,26,60,10.29,AU,1602999200
398,sydney,-33.96366947279536,150.99232963785357,68.97,77,75,20.8,AU,1602999003
399,saint anthony,54.40669932910737,-54.91811301168343,36.07,69,1,9.17,US,1602999201
400,northam,-28.863266825113,117.95143682097398,47.34,93,73,7.58,GB,1602999201
401,balikpapan,-0.7484621044413728,115.68332112051547,86,74,40,8.05,ID,1602999201
402,vostok,52.86940312872892,149.4528020184565,36.5,82,97,11.39,RU,1602999201
403,adrar,27.98887528884505,-4.759695062735062,81.68,28,0,8.48,MR,1602999201
404,te anau,-44.93426567550173,162.70539605101771,54,73,95,2.98,NZ,1602999202
405,vila velha,-22.612244524526616,-35.352809102016295,68,94,75,3.36,BR,1602999202
406,veraval,15.267238151344827,66.12174557877876,86.05,74,37,15.88,IN,1602999202
407,samagaltay,50.485389577388105,94.79108355147025,43.27,55,70,7.2,RU,1602999202
408,farias brito,-6.790679562286698,-39.520531403349764,67.86,76,29,3.47,BR,1602999203
409,markova,59.28783451249467,106.43859835996767,46.2,81,75,8.95,UA,1602999203
410,salekhard,64.86403371701445,66.99074819734375,28.36,93,99,18.41,RU,1602999203
411,harper,-1.0192653402835106,-7.117302478737685,76.1,90,57,6.67,LR,1602999203
412,talas,42.687293388248776,71.91879581425283,44.6,70,0,1.52,TR,1602999203
413,nadym,63.81377474185902,70.62895030910025,27.12,92,100,22.79,RU,1602999204
415,ribeira grande,34.61552062330463,-38.207067885278974,61.77,57,51,11.07,PT,1602999204
416,port lincoln,-42.20579293012811,129.66647351966344,57.09,59,14,11.03,AU,1602999204
417,dali,26.87835263591259,99.5185683989368,61.61,83,98,4.34,CN,1602999204
419,nanortalik,59.675136471738426,-40.23155660881312,40.12,80,83,6.76,GL,1602999205
420,kansanshi,-11.906103205351101,26.80740036797198,69.46,50,15,9.78,ZM,1602999205
421,touros,-1.5154211077860964,-32.37633250923258,71.6,88,20,2.24,BR,1602999205
423,chapais,52.90951557391759,-72.82967816460354,32,99,1,4.7,CA,1602999206
424,kemijarvi,67.50776385123632,28.401073232499073,29.01,98,100,15.82,FI,1602999206
425,buraydah,23.829983631706924,43.230878996420074,64.4,34,0,1.43,SA,1602999206
426,fort frances,48.55685407790665,-93.07142217801976,24.91,73,40,4.7,CA,1602999206
427,tautira,-15.932909571893106,-143.91310046560272,78.4,78,75,10.29,PF,1602999206
428,dargaville,-36.51581862403687,173.7032817399234,58.5,80,71,7.38,NZ,1602999207
429,oga,40.81753324651831,138.12816946546587,30.56,100,10,1.12,IT,1602999207
430,rock island,41.50802815608452,-90.59566041077633,59.49,42,75,14.99,US,1602999207
431,beringovskiy,58.74696328896164,176.04117236718025,36.21,80,100,6.31,RU,1602999207
432,quesnel,52.66003935341382,-123.74355761697531,32,88,90,2.24,CA,1602999004
433,igrim,63.307230190820206,64.8759467581524,33.64,83,31,12.28,RU,1602999208
434,tateyama,27.322213263506185,142.29816811661607,65.17,72,75,13.87,JP,1602999208
435,coquimbo,-30.036535848895625,-74.17056972089559,51.8,93,90,3.36,CL,1602999208
436,quatre cocos,-17.842074825680214,63.42795423308712,78.91,61,40,11.41,MU,1602999208
437,grants,34.529643130488836,-107.69542267261644,53.6,13,1,13.87,US,1602999183
438,honiara,-10.836347681806615,158.68849716951365,84.2,79,75,3.36,SB,1602999209
439,tessalit,23.794421638221124,3.7676854938123654,77.18,21,0,10.33,ML,1602999209
440,bonavista,49.694104043550226,-53.13377861103433,48,85,100,5.99,CA,1602999209
441,kutum,12.478361653317364,25.21914741953009,77.94,18,43,13,SD,1602999209
443,aldan,58.906883164612935,124.55225528977633,19.15,91,100,5.48,RU,1602999210
444,beira,-20.79351570224358,33.86728285206533,71.6,88,90,5.82,MZ,1602999210
445,christchurch,-46.12612869689153,174.79423458099552,55.89,76,100,9.17,NZ,1602998958
446,pasni,24.502624931395857,63.919604503838656,86.11,25,0,26.15,PK,1602999210
447,kaniama,-7.4797314242730835,25.149330502842417,72.95,80,0,4.27,CD,1602999210
448,jumla,32.96288507934585,83.18074268873079,73.6,21,32,5.95,NP,1602999211
449,chaoyang,41.54648648133565,120.19940193691701,63.36,26,0,4.63,CN,1602999211
450,aripuana,-8.540099062126174,-60.140847934627416,72.7,84,44,0.54,BR,1602999211
451,avera,-27.661118513664682,-152.7686299390368,50.7,87,1,5.82,US,1602999211
452,manacapuru,-2.093815002763094,-61.5544138007472,78.8,78,55,3.36,BR,1602999211
453,flinders,-29.924074419438845,132.214362525882,63.16,86,83,4,AU,1602999212
454,selikhino,50.797445204983916,137.73989570500828,38.01,69,61,4,RU,1602999212
455,jishou,28.612766396226093,109.15065411391993,59.68,72,93,4.25,CN,1602999212
456,belgrade,45.56425531315293,-111.79152124743456,41.97,100,8,5.82,RS,1602999112
457,kamenka,69.27743971013234,43.88030473944846,61.72,58,91,21.77,RU,1602999212
458,maxixe,-23.29232330374225,34.910784929972834,73.4,73,40,13.87,MZ,1602999213
459,rawlins,41.917515193411674,-107.40119812223007,49.08,31,1,24.16,US,1602999213
460,sibu,5.2630001087517115,110.59386022715967,91.15,59,40,6.93,MY,1602999213
461,laguna,-32.96609905506643,-44.70097694684745,69.39,43,1,3.36,US,1602999073
462,wloszczowa,50.87322606047317,19.759989923627217,39.67,99,76,3,PL,1602999214
463,muroto,30.304785540132087,135.8081588533866,69.8,60,75,4.7,JP,1602999214
464,port hedland,-21.96388668797418,120.55639066105613,84.2,45,0,21.92,AU,1602999214
465,hualmay,-20.949004678195166,-95.53335097738055,61.25,87,32,7.09,PE,1602999214
466,chicama,-12.066183545098696,-86.27016773303517,62.8,83,22,2.21,PE,1602999214
467,ixtapa,14.19061504079049,-103.55588517919486,84.2,79,20,2.48,MX,1602999214
468,tubuala,10.611287545688668,-78.6735945125369,78.8,88,40,6.93,PA,1602999215
469,la grande,45.76185999032546,-117.65393627098209,52.32,37,75,3.36,US,1602999215
470,ahipara,-34.44684167687664,162.87855724089314,58.55,80,44,6.85,NZ,1602999215
471,ndioum,17.359422223280433,-14.205380960567823,87.87,27,3,6.33,SN,1602999215
472,puerto narino,-3.5151614929506394,-71.24220985511873,75.2,100,75,4.7,CO,1602999216
474,presidencia roque saenz pena,-27.01183036035613,-62.1155314915806,69.3,95,17,5.75,AR,1602999216
475,puri,18.518330935856255,86.97189056520313,87.8,74,40,5.82,IN,1602999216
476,abbeville,29.907303364248264,-92.39222170197826,46.49,77,80,2.46,FR,1602999216
477,lavrentiya,79.49009319649096,-169.85703325366347,36.28,87,86,4.92,RU,1602999216
478,sabha,25.20079540310384,18.67422559265782,73.42,21,15,7.45,LY,1602999217
479,silifke,36.236319612813915,34.18950020846572,78.3,48,6,5.57,TR,1602999217
481,caningay,9.706484369953998,122.75435364710785,82.47,77,47,5.39,PH,1602999217
482,ulaanbaatar,47.427654599090175,107.10167926089952,46.4,28,79,6.71,MN,1602999217
483,kapit,-0.20208527250144925,113.19038950409902,89.4,64,95,2.98,MY,1602999218
484,mae hong son,19.716014825045505,98.05573586606022,87.8,62,40,4.7,TH,1602999218
485,ohara,33.76508145358672,142.45388596666447,65.05,72,75,10.29,JP,1602999218
486,praia,13.595347318782387,-23.26391646969401,75.2,94,20,6.93,CV,1602999218
487,kristiansund,63.88414216863731,7.408750558583762,41,66,94,29.97,NO,1602999219
488,berlevag,88.6663777747799,33.547499088815414,37.8,74,90,9.84,NO,1602999219
489,pesochnoye,58.061180629149106,39.19277752852096,34.88,94,100,11.07,RU,1602999219
490,dhidhdhoo,7.56798571959672,69.14825703828186,82.47,77,100,14.16,MV,1602999219
491,ankara,39.93332303754096,32.400055569402866,61.14,47,75,3.33,TR,1602999219
492,chamba,33.300370070195214,76.69233058978455,79.03,22,0,7.02,IN,1602999220
493,usoke,-4.978722599411938,32.36493892482207,66.2,72,20,11.41,TZ,1602999220
494,itarema,0.3401902782151751,-38.46175169485667,79.77,74,99,16.62,BR,1602999220
495,komsomolskiy,66.01425987915994,171.16384126186801,64.4,36,0,2.24,UZ,1602999220
496,bambanglipuro,-16.086721668953587,107.67078912308898,83.62,65,60,13.22,ID,1602999220
497,umm lajj,25.63332120168924,37.2365383684911,90.63,30,0,4.16,SA,1602999221
498,almaznyy,65.19772504345596,115.16839968843709,60.8,63,40,4.47,RU,1602999221
499,coos bay,42.222146635710374,-125.62801020366238,51.33,93,1,5.41,US,1602999130
500,caraballeda,11.212244152373486,-66.93524703847142,73.76,83,75,2.24,VE,1602999221
501,fairbanks,70.00259142012533,-142.43412433377046,20.88,61,75,2.3,US,1602999221
502,moindou,-23.517172241112704,164.50556059974485,78.8,54,27,16.11,NC,1602999221
503,golyshmanovo,56.323906542004835,68.44347535231742,35.46,82,53,17.52,RU,1602999222
504,nouadhibou,20.359791143936718,-20.506001643825442,75.2,60,0,13.87,MR,1602999222
505,cozumel,19.992308067644856,-86.59739152871842,80.01,87,5,3,MX,1602999116
506,kathu,-27.072994880534594,22.304699117705525,83.3,78,75,12.75,TH,1602999222
507,kropotkin,59.7919114472497,117.09467256252213,64,51,86,5.06,RU,1602999025
508,alice springs,-20.34043712162611,134.09148542500583,87.8,33,21,9.17,AU,1602999223
509,verkh-suetka,53.429216626436585,80.35151813829879,41.16,63,62,17.07,RU,1602999223
510,qandala,12.431209604701863,49.794977541215616,86.11,44,0,6.53,SO,1602999223
511,sao filipe,8.766504998691559,-32.40041672263044,79.02,83,47,0.85,CV,1602999223
512,siddapur,14.26017509947566,74.68269049002501,80.82,71,29,3.74,IN,1602999223
513,robertsport,2.0387751148287663,-14.758019813615078,78.13,88,99,5.61,LR,1602999224
514,sibolga,-4.014954437461981,91.41199389302653,86.22,57,94,4.92,ID,1602999224
515,sayyan,15.799856984004265,46.31127581673482,58.64,32,0,6.91,YE,1602999224
516,goundi,9.121593719664276,17.016912717367262,74.8,79,82,3.47,TD,1602999224
517,mount gambier,-58.42144542119347,127.48238640810717,57.2,62,90,11.41,AU,1602998960
518,muros,46.08839515674998,-14.651424920749292,54.73,89,100,1.99,ES,1602999225
519,faya,22.03919392007937,21.971129494284185,60.8,23,0,6.93,SA,1602999225
520,arroio grande,-32.30474367886791,-52.713894908928324,58.37,94,100,5.97,BR,1602999225
521,san patricio,11.151143124555034,-111.12533516942052,76.03,88,20,10.29,US,1602999225
522,vestmannaeyjar,56.31629538114012,-19.18875859480366,46.65,80,100,25.12,IS,1602999225
523,luwuk,-0.9807047933251738,124.95781014515319,82.38,76,89,1.25,ID,1602999226
524,fomboni,-12.33923178486718,43.27362097649615,78.82,78,12,13.18,KM,1602999226
525,oranjemund,-31.80452019084288,11.390165946980204,59.47,81,0,11.74,NA,1602999226
526,manzhouli,47.31834478332155,117.42936600112557,46.65,50,28,16.17,CN,1602999226
528,taoudenni,21.020719504308786,-6.117116325483778,77.22,23,0,5.57,ML,1602999227
529,husavik,77.037036812277,-7.8013963517568925,46.4,61,75,9.17,IS,1602999227
530,eisiskes,54.00061115692989,24.770382825362134,37.17,86,75,5.82,LT,1602999227
531,alenquer,-1.56912044838829,-55.06726983920362,80.6,88,12,4.7,BR,1602999227
532,manaus,-0.8043949927064773,-59.772071145849736,78.8,83,64,2.24,BR,1602998999
533,olafsvik,55.618485191265364,-31.026506683591663,45.37,82,97,23.15,IS,1602999228
534,shwebo,23.069365441862317,95.61355966689058,90.88,52,86,2.64,MM,1602999228
535,sinnamary,19.612205724791963,-43.68137468101665,80.11,84,66,10.45,GF,1602999228
536,along,31.0337173514193,94.34965930509156,90.32,44,2,2.19,IN,1602999228
537,fuyu,47.420051359501684,124.89976171080292,50.07,43,29,8.48,CN,1602999228
538,kushima,29.618072742244138,131.35298175752428,70.52,64,75,11.41,JP,1602999229
539,mpanda,-6.3782269285729285,31.369156141292365,78.69,38,55,7.87,TZ,1602999229
540,raha,26.039697042660677,92.40791351479021,86.61,74,30,2.06,IN,1602999229
541,urgut,39.46476497011906,67.20565244860094,64.62,27,0,3.87,UZ,1602999229
542,karaton,46.07426746390948,52.44444100581208,89.96,59,40,10.29,ID,1602999229
543,deoband,29.628760511561097,77.7964085962164,87.12,28,0,5.35,IN,1602999230
544,tokmak,43.01007099275225,75.22275153044234,60.71,75,47,7.63,UA,1602999230
545,moses lake,47.21079836798839,-118.50058253408571,53.83,50,75,9.17,US,1602999230
546,saint-pierre,43.00416659778415,-55.10426990229928,76.86,65,1,5.82,RE,1602999230
548,huanren,40.83724609456476,125.29924104108414,58.41,35,0,5.82,CN,1602999231
549,piacabucu,-13.999122730253703,-32.33314416512866,73.36,81,5,5.57,BR,1602999231
550,pacific grove,29.19561314142007,-130.45532419341328,61.29,72,1,4.7,US,1602999106
552,witu,-2.5222537081108385,40.17514369547621,82.4,69,75,10.29,KE,1602999232
553,matagami,52.05306109136299,-76.73494665468115,32,92,90,8.05,CA,1602999150
554,berdigestyakh,61.207727902173446,124.17076860497912,19.63,93,100,7.11,RU,1602999232
555,tamworth,-30.65723629054829,150.7014361706672,46.8,93,90,2.24,GB,1602999000
556,unai,-16.492855339798012,-46.625575306222714,71.51,81,85,1.7,BR,1602999232
557,horta,37.15565757814613,-27.914364883622085,61.07,58,40,10.27,PT,1602999233
558,cristalina,-17.134012625533543,-47.527566547244334,64.15,92,88,7.87,BR,1602999233
559,maltahohe,-24.942443550498382,17.191636459798303,77.49,17,1,19.3,NA,1602999233
560,mayor pablo lagerenza,-19.94303989226293,-61.4893115420131,75.04,68,43,3.49,PY,1602999233
561,bemidji,47.44985768927114,-95.67319898037901,26.56,79,1,9.17,US,1602999233
562,pueblo viejo,8.208057102412766,-81.62904501655096,60.01,1,55,4.14,DO,1602999234
563,ponta delgada,34.97108256851163,-27.203261497936012,60.8,59,20,6.93,PT,1602999234
564,kasongo,-4.859364510380203,26.231685201304202,75.15,82,49,2.8,CD,1602999234
566,karratha,-19.491617908594222,114.5040313757579,83.07,36,0,20.62,AU,1602999234
567,bukachacha,54.36740138456386,116.61818248908804,36.59,75,47,6.96,RU,1602999235
568,gat,22.442416730112015,10.485837757810629,71.01,59,0,5.41,IL,1602999185
569,pangnirtung,67.38267614113838,-61.28810584132833,28.08,88,99,6.67,CA,1602999235
570,stabat,3.696176961317448,98.473557012269,89.6,66,75,6.93,ID,1602999235
572,jibuti,10.8310574137043,43.23359827892733,86,70,1,9.75,DJ,1602999236
573,ust-kuyga,69.14630825891018,134.45846259371103,22.3,97,100,5.75,RU,1602999236
574,kununurra,-16.18952785650724,127.56668208080265,98.6,32,35,4.7,AU,1602999236
575,obo,5.055733450120002,26.296338837830973,70.14,94,95,4.65,CF,1602999236
576,padang,-4.8723629304929545,91.9084431356884,86.81,57,83,4.54,ID,1602999217
577,pisco,-22.649252140379218,-93.00944944686061,62.33,82,75,5.82,PE,1602999236
578,vung tau,6.648786674124352,109.6594717683368,82.26,79,99,11.36,VN,1602999237
579,kyra,48.120708928408135,112.06218382057966,49.71,47,85,9.89,RU,1602999237
580,sobreira,41.59070296021821,-7.824051639164878,46.02,94,100,3.83,PT,1602999237
581,banda aceh,3.2967926598210937,88.93070539926629,88.43,55,94,16.04,ID,1602999237
582,magdagachi,53.72465800967677,125.4663850870765,32.5,74,68,6.08,RU,1602999237
583,tommot,59.842866573404905,126.98783549228699,24.26,88,99,6.78,RU,1602999238
584,muzhi,65.83128421639759,64.52416462869556,29.07,94,91,13.98,RU,1602999238
585,uyuni,-19.835593877195194,-68.37592795402595,47.95,56,2,10.29,BO,1602999238
588,tucurui,-4.389176148695569,-50.044666104997475,74.57,89,35,4.5,BR,1602999239
589,huejuquilla el alto,22.6441807170402,-103.8437305697156,59.85,63,11,1.83,MX,1602999239
590,wanning,16.775201083788602,113.96613327036101,78.69,86,99,20,CN,1602999239
591,duku,10.583803252978598,10.50028772160286,74.82,85,3,4.61,NG,1602999239
593,setermoen,68.1348265724194,18.980040544016134,25.56,92,0,5.82,NO,1602999240
594,birao,11.323683612358721,22.153680955136565,77,75,69,2.3,CF,1602999240
595,ust-tsilma,66.09493389385312,50.4251571760187,31.87,97,94,4.88,RU,1602999240
596,ambunti,-4.729416995639269,142.88574033765593,84.24,79,97,4.79,PG,1602999240
598,katsuura,26.233756153470367,150.77887629225353,65.26,61,100,3,JP,1602999241
599,kuito,-12.314777037293268,16.497720606770088,69.08,66,2,0.81,AO,1602999241
600,coihaique,-49.10315473715625,-78.16337541675492,48.2,57,20,6.93,CL,1602999241
601,pokhara,28.72230164114096,84.86694484139093,83.34,51,0,5.66,NP,1602999241
602,pakxan,18.850503184733284,103.29208386730306,70.41,90,100,4.79,LA,1602999241
603,terra rica,-22.766912107198593,-52.563903034981294,66.45,55,86,16.8,BR,1602999127
604,hammerfest,70.48625878419796,23.966071838730386,32,85,89,5.82,NO,1602999242
605,sungaipenuh,-1.8278265586512958,101.28858235571175,79.77,59,81,5.46,ID,1602999242
606,aklavik,75.25473133707516,-138.25134049379272,14,72,20,6.93,CA,1602999242
607,guasdualito,7.338391365496975,-71.24650745054203,73.42,96,100,2.13,VE,1602999242
608,goundam,15.843912688599858,-3.796700639554473,85.1,18,70,7.49,ML,1602999243
609,daru,-12.908616775512996,141.33233515071743,81,77,49,15.01,PG,1602999243
610,quang ngai,16.308449768094675,110.76967715979083,80.89,85,100,6.15,VN,1602999243
612,pedasi,5.837334981136834,-79.45120500352834,80.19,82,100,4.36,PA,1602999243
613,port blair,13.216478166074566,90.20672519870106,80.89,82,100,17.81,IN,1602999244
616,kirakira,-13.056375138272386,159.98215154062734,83.12,75,6,8.08,SB,1602999244
617,antofagasta,-24.210468390283836,-73.65957433816932,59,77,90,3.36,CL,1602998982
618,riyadh,21.581448810699143,46.81692916698583,69.8,30,0,3.22,SA,1602998721
619,bokovskaya,49.39940551461751,41.659763798203585,62.17,57,100,16.87,RU,1602999245
620,icod de los vinos,28.618480332041614,-17.09269559386317,66.27,72,20,2.24,ES,1602999245
621,pula,45.024066214655505,13.997268348548914,50,76,40,3.36,HR,1602999245
622,yanam,13.708204888934048,85.7822783994273,87.8,70,40,5.82,IN,1602999245
623,buin,-6.838821744258752,156.82706410481558,57.94,76,0,5.82,CL,1602999245
624,quelimane,-18.367568551746402,37.08048324372436,66.2,93,20,2.24,MZ,1602999246
625,grand gaube,-17.78667896257322,59.29894026756551,79,61,15,7,MU,1602999246
626,abu zabad,12.322861597187284,30.029258707113286,84.6,23,86,8.9,SD,1602999246
627,comodoro rivadavia,-49.31334350352418,-65.86917391568952,57.2,44,19,19.46,AR,1602999001
628,buzmeyin,38.17230451590825,58.27150706220843,66.2,16,0,2.24,TM,1602999246
629,zapolyarnyy,67.44130736897134,63.67082896176453,26.6,92,0,5.82,RU,1602999247
630,mariel,23.58464153478245,-82.81119374939216,73.2,100,40,1.12,CU,1602999247
631,lagoa,45.11049605912308,-27.76848201282752,61.56,57,64,11.12,PT,1602999247
632,canalete,8.77806798402878,-76.27055174272604,75.6,89,100,6.08,CO,1602999247
633,belyy yar,59.570351752241464,86.47192665778255,59,33,100,17.9,RU,1602999247
634,saint-vallier,46.54937905870611,4.515056036048406,38.84,100,17,0.92,FR,1602999248
635,kalemie,-6.105179584552772,29.17933403089893,79.52,57,43,6.38,CD,1602999248
636,trelew,-42.191039295146396,-67.19031984787811,62.62,30,37,18.59,AR,1602999248
637,mogadishu,1.9986722538710637,45.63403460828752,80.6,69,75,12.01,SO,1602999143
638,burnie,-44.706247179563746,141.41408605070444,58.66,53,57,13,AU,1602999072
639,sirsa,25.310619635093218,82.05149726489196,91.98,12,0,5.82,IN,1602999249
640,martapura,-5.520649496506408,115.70439677805132,87.8,66,40,2.24,ID,1602999249
641,nova granada,-20.332313616835393,-49.310607446127534,72.01,77,1,7.81,BR,1602999249
642,buta,3.267429454913767,24.51307883316096,71.76,97,100,0.54,CD,1602999249
643,santa isabel do rio negro,2.406613441903332,-65.42843846772554,73.22,91,31,2.08,BR,1602999249
644,cabra,13.885518690848443,119.82932334240752,51.01,61,0,4.25,ES,1602999250
645,bombay,18.757022385681864,71.81318084153034,86,70,75,12.75,IN,1602999058
646,dubbo,-31.712650382896214,147.2481816204196,69.8,64,75,10.29,AU,1602999058
647,pontian kecil,0.3771252154051581,103.17976848176647,83.5,83,20,3.36,MY,1602999250
648,melilla,35.54651734705493,-2.47957190923961,57.52,87,20,7.52,ES,1602999250
650,nizhneangarsk,55.06855181856537,109.87326932929386,37.42,92,100,4.12,RU,1602999251
651,khorixas,-20.827790898961638,15.307531108307018,80.4,21,2,6.15,NA,1602999251
653,lasa,32.90997694261185,92.66530430526029,39.88,93,7,8.05,IT,1602999251
654,halifax,42.727178255759156,-62.660270313240616,42.01,91,4,1.01,CA,1602999224
655,xucheng,20.55591844505524,109.83735994061408,77,88,90,20.13,CN,1602999252
656,thetford mines,46.10230803076695,-71.30017675954156,35.01,91,0,1.99,CA,1602999252
657,katobu,-5.8424182577898875,122.0056244896121,88.29,46,56,1.54,ID,1602999252
658,kharan,28.956602320926606,65.25004095507234,71.42,18,0,3.15,PK,1602999247
659,ust-uda,54.916996149717335,103.64365519012034,46.51,58,69,7.11,RU,1602999253
660,marsh harbour,27.79330154795167,-76.1661107786526,81.9,77,100,18.23,BS,1602999253
661,hamilton,29.966184566955633,-64.9432817651813,48.43,45,20,11.41,US,1602999005
662,iberia,-11.42109370437143,-69.22739510188924,65.17,93,1,5.82,US,1602999082
664,chivilcoy,-34.496098792621936,-60.01838992470839,66.99,85,0,5.99,AR,1602999253
665,yenagoa,4.4494455661400565,5.329039376155009,74.23,94,94,1.45,NG,1602999254
666,jalu,23.458463017576065,20.708390709539344,79.75,22,0,13.11,LY,1602999254
667,jerez,22.66227828135436,-103.26583346408268,65.16,96,51,3.65,GT,1602999254
668,cody,44.135962602454185,-109.55650507158754,25.66,79,90,5.82,US,1602999254
669,gazli,40.60247033101652,63.39654791973015,72.37,19,0,5.64,UZ,1602999254
670,havoysund,71.93965058751823,24.133477113304536,32,78,100,5.82,NO,1602999255
671,dudinka,72.31011487816295,86.2279975342883,23,85,81,15.66,RU,1602999255
672,itacarambi,-14.49803887561319,-44.969880167652946,71.69,73,100,6.15,BR,1602999255
673,pyay,18.547530659023423,93.57484026433701,85.73,79,53,4.12,MM,1602999255
674,beisfjord,66.91865820549339,17.535782448653237,28.4,79,26,8.05,NO,1602999255
675,korla,40.72264603409968,89.28231558543717,61.66,28,99,6.64,CN,1602999256
676,ewa beach,12.557442474285466,-161.2542495483323,79,78,90,3.85,US,1602999079
677,kalabo,-14.241357467177352,21.650260996156163,77.14,22,0,9.01,ZM,1602999246
678,constitucion,10.97868844246024,-128.83089015432097,50.16,82,0,8.03,CL,1602999256
679,koran,43.58035065873523,18.526995038397303,42.39,100,90,2.24,BA,1602999256
680,los banos,37.08292283914729,-120.94363763174644,83.95,79,75,5.82,PH,1602999257
681,newtonhill,56.98847419777189,-2.1332974410785823,41.54,87,75,10.29,GB,1602999257
682,uitenhage,-34.068759084009535,25.176296474481745,61.77,88,75,17.22,ZA,1602999257
683,acapulco,15.371578375389646,-99.8566803936363,79.41,81,25,5.86,MX,1602999002
684,saint-augustin,58.20776443988959,-61.85069280264162,58.42,84,88,24.43,CA,1602999257
686,kloulklubed,4.271439121212978,132.11125968036708,80.6,83,90,5.82,PW,1602999258
687,samarai,-12.855392567035267,152.6678701497745,80.96,82,43,11.72,PG,1602999258
688,buarcos,40.778856225447555,-10.617321555665796,56.39,93,20,5.82,PT,1602999258
